text,text_raw,label
"cross-site scripting vulnerability in citrix nfuse 1.6 and earlier does not quote results from the getlasterror method, which allows remote attackers to execute script in other clients via the nfuse_application parameter to (1) launch.jsp or (2) launch.asp.","Cross-site scripting vulnerability in Citrix NFuse 1.6 and earlier does not quote results from the getLastError method, which allows remote attackers to execute script in other clients via the NFuse_Application parameter to (1) launch.jsp or (2) launch.asp.",Alta
"memory leak in the call telephony integration (cti) framework authentication for cisco callmanager 3.0 and 3.1 before 3.1(3) allows remote attackers to cause a denial of service (crash and reload) via a series of authentication failures, e.g. via incorrect passwords.","Memory leak in the Call Telephony Integration (CTI) Framework authentication for Cisco CallManager 3.0 and 3.1 before 3.1(3) allows remote attackers to cause a denial of service (crash and reload) via a series of authentication failures, e.g. via incorrect passwords.",Média
buffer overflow in newt.c of newt windowing library (libnewt) 0.50.33 and earlier may allow attackers to cause a denial of service or execute arbitrary code in setuid programs that use libnewt.,Buffer overflow in newt.c of newt windowing library (libnewt) 0.50.33 and earlier may allow attackers to cause a denial of service or execute arbitrary code in setuid programs that use libnewt.,Alta
"cwe: cwe-287 | an interaction between microsoft outlook web access (owa) with rsa securid allows local users to bypass the securid authentication for a previous user via several submissions of an owa authentication request with the proper owa password for the previous user, which is eventually accepted by owa.","cwe: cwe-287 | An interaction between Microsoft Outlook Web Access (OWA) with RSA SecurID allows local users to bypass the SecurID authentication for a previous user via several submissions of an OWA Authentication request with the proper OWA password for the previous user, which is eventually accepted by OWA.",Baixa
wwwisis 3.45 and earlier allows remote attackers to execute arbitrary commands and read files via the parameters (1) prolog or (2) epilog.,wwwisis 3.45 and earlier allows remote attackers to execute arbitrary commands and read files via the parameters (1) prolog or (2) epilog.,Alta
transparent network substrate (tns) listener in oracle 9i 9.0.1.1 allows remote attackers to cause a denial of service (cpu consumption) via a single malformed tcp packet to port 1521.,Transparent Network Substrate (TNS) Listener in Oracle 9i 9.0.1.1 allows remote attackers to cause a denial of service (CPU consumption) via a single malformed TCP packet to port 1521.,Média
"the udp implementation in linux 2.4.x kernels keeps the ip identification field at 0 for all non-fragmented packets, which could allow remote attackers to determine that a target system is running linux.","The UDP implementation in Linux 2.4.x kernels keeps the IP Identification field at 0 for all non-fragmented packets, which could allow remote attackers to determine that a target system is running Linux.",Média
"the default configuration of name service cache daemon (nscd) in caldera openlinux 3.1 and 3.1.1 uses cached ptr records instead of consulting the authoritative dns server for the a record, which could make it easier for remote attackers to bypass applications that restrict access based on host names.","The default configuration of Name Service Cache Daemon (nscd) in Caldera OpenLinux 3.1 and 3.1.1 uses cached PTR records instead of consulting the authoritative DNS server for the A record, which could make it easier for remote attackers to bypass applications that restrict access based on host names.",Alta
"startkde in kde for caldera openlinux 2.3 through 3.1.1 sets the ld_library_path environment variable to include the current working directory, which could allow local users to gain privileges of other users running startkde via trojan horse libraries.","startkde in KDE for Caldera OpenLinux 2.3 through 3.1.1 sets the LD_LIBRARY_PATH environment variable to include the current working directory, which could allow local users to gain privileges of other users running startkde via Trojan horse libraries.",Média
"the php administration script in popper_mod 1.2.1 and earlier relies on apache .htaccess authentication, which allows remote attackers to gain privileges if the script is not appropriately configured by the administrator.","The PHP administration script in popper_mod 1.2.1 and earlier relies on Apache .htaccess authentication, which allows remote attackers to gain privileges if the script is not appropriately configured by the administrator.",Alta
"cwe: cwe-203 | pf in openbsd 3.0 with the return-rst rule sets the ttl to 128 in the rst packet, which allows remote attackers to determine if a port is being filtered because the ttl is different than the default ttl.","cwe: cwe-203 | PF in OpenBSD 3.0 with the return-rst rule sets the TTL to 128 in the RST packet, which allows remote attackers to determine if a port is being filtered because the TTL is different than the default TTL.",Média
"cwe: cwe-203 | ipfilter 3.4.25 and earlier sets a different ttl when a port is being filtered than when it is not being filtered, which allows remote attackers to identify filtered ports by comparing ttls.","cwe: cwe-203 | IPFilter 3.4.25 and earlier sets a different TTL when a port is being filtered than when it is not being filtered, which allows remote attackers to identify filtered ports by comparing TTLs.",Média
